overhang_cm,slip_time_s,slip_angle_deg,slip_omega_rad_s,liftoff_phase,liftoff_time_s,liftoff_angle_deg,freefall_angular_velocity_rad_s,liftoff_y_m,liftoff_y_dot_m_s,freefall_time_s,total_landing_time_s,landing_total_angle_deg,landing_total_angle_mod_deg,landing_side,r_liftoff_m,rdot_liftoff_m_s,theta_liftoff_deg,theta_dot_liftoff_rad_s,friction_sign
2.65,0.0426432804839664,8.366161299700911,6.879184953464263,slip,0.09403539675737525,38.756094436753436,12.387861205472078,-0.014346452487887755,-0.5179071916621671,0.3273639255359806,0.42139932229335586,271.1098963674965,271.1098963674965,Up,0.031688301930918886,0.26249240672839247,40.700991409441045,14.123928337748115,1.0
2.7,0.04220089171290635,8.211357832280259,6.821561003014325,slip,0.09374219057406419,38.5728715824758,12.359406899475918,-0.014590419130761045,-0.5231753372326458,0.3268334159107779,0.4205756064848421,270.01729222523915,270.01729222523915,Up,0.03221339503094591,0.2642406381849262,40.467694261564056,14.049326827744938,1.0
2.75,0.041773851202829504,8.06059518905241,6.763719844402122,slip,0.0934714303155614,38.39456942122566,12.329702528584832,-0.014834730310336804,-0.5284178615920396,0.3263108444177054,0.4197822747332668,268.91357544397613,268.91357544397613,Down,0.032739907262834315,0.26600027257968295,40.241868094209465,13.975486617402506,1.0
2.8,0.04136146185279306,7.913772609072082,6.705738607293731,slip,0.09322204086681608,38.22106412590638,12.298845726743641,-0.015079396485694275,-0.5336338172653553,0.3257964144411584,0.4190184553079745,267.8006597786732,267.8006597786732,Down,0.033267777602186854,0.26777025576304886,40.023210352315154,13.90238677673495,1.0
2.85,0.04096306474391329,7.770789133629758,6.647688301484799,slip,0.09299300787779194,38.052232040053255,12.26692835427381,-0.015324427474949711,-0.538822384915262,0.3252902834852959,0.41828329136308784,266.68030306424225,266.68030306424225,Down,0.03379694874465234,0.269549603531017,39.81143400061613,13.830009150121704,1.0
2.9,0.0405780366642172,7.631544032356776,6.589634211737512,slip,0.0927833736181282,37.88795010315299,12.234036808288263,-0.015569832411966557,-0.5439828618898238,0.3247925669821405,0.4175759406002687,265.5541176745453,265.5541176745453,Down,0.03432736681379274,0.2713373964819508,39.60626641519015,13.75833795949246,1.0
2.95,0.040205787827393924,7.49593716992582,6.531636271392449,slip,0.09259223317578807,37.72809621886475,12.20025231922288,-0.0158156197185957,-0.5491146517188206,0.32430334196779764,0.4168955751435857,264.4235804922933,264.4235804922933,Down,0.03485898109619475,0.27313277531382857,39.40744839083369,13.687359457590013,1.0
3.0,0.039845759766453104,7.363869319708435,6.47374941541452,slip,0.0924187309651654,37.57254957189073,12.165651233678373,-0.016061797089790986,-0.5542172544814727,0.3238226505991123,0.4162413815642777,263.290042374612,263.290042374612,Down,0.03539174380099906,0.274934936519005,39.2147332485022,13.61706162548644,1.0
3.05,0.03949742338562688,7.235242430183971,6.416023913585479,slip,0.09226205751425659,37.42119089876764,12.13030528382524,-0.01630837148934817,-0.5592902579747474,0.323350503506064,0.41561256102032057,262.15473711792555,262.15473711792555,Down,0.03592560984136996,0.27674312843870796,39.02788602948263,13.547433909133263,1.0
3.1,0.0391602771558444,7.109959849362602,6.358505684594388,slip,0.09212144650359133,37.273902717275156,12.094281843855768,-0.016555349154144517,-0.564333329617771,0.322886882962465,0.4150083294660563,261.01878992236334,261.01878992236334,Down,0.03646053663549444,0.27855664763902427,38.84668276481344,13.478466990458655,1.0
